#1.2																																	
22283	32																																
NAME	Description	GM10832_0GY	GM10835_0GY	GM7057_0GY	GM13113_0GY	GM10860_0GY	GM03187_0GY	GM08390_0GY	GM09585_0GY	GM09583_0GY	GM00736_0GY	GM03189_0GY	GM09586_0GY	GM08436_0GY	GM13819_0GY	GM00718_0GY	NML37_0GY	NML47_0GY	NML50_0GY	GM10833_0GY	GM6990_0GY	GM10834_0GY	GM10861_0GY	BR51_0GY	BR258_0GY	GM03188_0GY	GM08388_0GY	GM09579_0GY	GM01526_0GY	GM015785_0GY	GM015786_0GY	GM01525_0GY	GM00719_0GY
212518_at	na	134.92625	59.3307	158.52165	133.12001	125.56383	111.18097	107.77172	139.29346	116.17102	116.48587	152.35406	83.02872	103.41983	146.51971	113.537704	141.08528	135.95937	108.309494	93.68343	119.21854	154.59776	196.46814	82.800095	100.10234	90.06096	107.24725	128.37386	152.10335	129.95792	102.99913	103.61973	134.8394
212100_s_at	na	152.65285	105.2748	240.06886	193.21617	211.96877	196.79456	214.8019	268.15033	239.57922	206.14073	300.9855	239.42686	153.78831	202.71906	168.71141	227.23819	233.88567	246.30513	221.16956	252.81094	224.46638	186.25859	201.89314	193.15689	133.54352	201.49196	185.7833	246.49371	196.10555	227.52048	259.5451	232.62558
213071_at	na	10.840011	3.0574315	3.641256	38.66653	6.3846016	6.5775	5.026051	7.583909	4.511496	6.805916	6.131389	4.213091	7.0100474	6.965885	4.3163095	3.8531692	3.9099426	3.0585737	3.078253	3.945767	5.3929453	12.827366	3.7669332	3.8225236	1.4072025	14.900724	5.1827955	2.2923377	10.829825	5.5579324	5.7015643	20.4897
212942_s_at	na	13.390601	16.11349	29.299408	37.967735	38.02385	30.659637	21.587301	5.8444805	21.241627	22.25011	25.729937	11.303414	2.6828575	25.26609	34.530476	20.747835	3.2879062	6.5669374	9.699401	15.125442	25.167078	34.686245	15.429937	17.201355	1.5479227	10.345088	23.920595	18.338701	22.282951	17.738083	36.316483	28.096653
217765_at	na	74.09466	96.51567	115.08062	64.405396	63.278492	149.79726	92.85835	115.56765	70.49213	46.594345	91.040184	66.58739	63.090427	81.70156	3.3779812	93.068855	83.35287	67.018745	103.905556	93.66499	41.465755	74.21548	77.43945	87.20132	67.545715	90.82798	80.266884	85.22102	81.574295	101.69834	96.678696	72.87953
213590_at	na	33.41274	21.567287	26.081554	37.501877	16.599964	47.10339	45.81122	24.143272	17.482046	34.683994	27.864975	43.569527	34.1848	34.829426	28.525175	15.610275	12.440726	55.684032	10.628684	19.071207	19.65429	49.869656	58.387463	28.430017	26.314688	28.377811	35.482216	10.652628	22.205038	47.065044	24.913357	30.795897
207791_s_at	na	161.19734	186.09015	73.07916	80.01176	85.69554	167.72626	124.49776	96.57309	81.394905	62.431194	109.27012	125.05686	99.87154	110.62769	43.163094	207.08315	143.15721	129.35968	86.82996	75.25142	98.15161	94.372765	157.3419	131.04088	137.76512	101.4578	103.65591	139.5629	148.57896	109.38484	101.26473	71.89799
201824_at	na	58.281	39.416077	22.270937	24.923605	13.620484	34.160564	25.789408	40.28517	15.03832	31.41192	51.733597	34.52679	31.93466	29.634527	34.155148	39.223286	32.257027	35.263554	29.969404	21.138039	8.508869	6.413683	39.842564	30.221825	17.871471	31.414902	1.1960297	22.384003	20.101402	20.10316	30.862814	27.851269
210139_s_at	na	3.6983566	4.2142973	11.939933	5.3574104	14.046123	21.960363	3.7901368	8.07095	5.3574014	52.22232	6.9525576	24.456478	11.077605	7.083951	28.149845	5.236358	5.0651526	7.1066856	10.396363	1.691043	6.7112207	31.152174	25.789003	22.696234	4.221607	14.521089	4.3854423	4.180145	18.38733	17.738083	18.716005	10.551582
205535_s_at	na	10.712481	0.578433	1.1008449	13.626457	8.229042	3.3948388	2.5542226	8.07095	0.6579265	0.78529805	1.5328473	1.0275831	5.971522	1.2987243	3.940978	0.6915945	1.066348	1.1694546	1.4520061	0.8455215	0.59921616	2.3560467	4.6362257	0.9556309	4.221607	0.9490907	1.8604907	1.8878074	12.388074	1.8920622	0.86762935	0.9815425
220605_s_at	na	218.8407	140.22867	155.3038	141.73845	154.36548	137.1727	110.325935	114.87188	172.09477	206.66425	136.5329	164.82433	209.08981	167.6535	101.33944	115.99027	242.9496	130.07935	127.079575	192.77892	147.04764	170.8134	185.37657	127.21836	224.58952	97.09198	131.29749	237.99858	176.62744	149.11815	143.40674	115.331245
200829_x_at	na	229.93576	376.55988	296.12726	462.95016	467.0691	484.8254	412.71292	476.46432	406.97452	463.84937	502.17172	378.3561	373.78262	561.28503	365.57266	455.56317	465.90518	406.70035	443.26843	368.74133	514.2473	558.77576	470.50446	445.20456	313.10254	312.7254	340.86847	512.9442	352.31995	322.12357	501.24185	399.97858
205201_at	na	122.81095	24.046286	27.944523	43.907475	102.721146	36.176247	51.166847	45.225147	15.602257	40.704613	66.897835	64.73774	35.742584	73.08276	72.81426	47.22602	15.995219	28.786575	38.913765	10.709939	63.876442	19.895506	59.401638	65.93853	26.314688	40.905807	39.468983	17.125109	33.736076	47.538063	44.249096	52.757908
37384_at	na	19.0019	14.873991	38.698933	49.96368	27.524727	36.388428	29.49715	73.682205	29.888659	21.595695	72.31755	37.60954	51.580097	23.377037	11.822935	44.064445	44.60889	49.7468	56.27976	30.532722	51.17306	42.408844	67.949684	54.948776	25.751804	27.808357	28.040253	40.048485	37.943348	51.558693	20.203367	7.238876
207819_s_at	na	29.076735	40.32504	31.416416	58.232723	27.382845	53.680885	29.66194	44.529377	10.808792	30.626621	32.791985	13.153064	25.443874	30.579054	25.710192	34.67852	10.219168	7.7363925	17.424072	1.3152558	2.9960809	34.42446	25.49924	10.989755	23.922441	29.896358	22.192997	38.56521	32.022	2.3650777	26.524668	25.520103
220853_at	na	45.783108	39.829243	36.49724	51.827126	71.22378	39.252823	39.796436	26.717627	33.17829	62.431194	65.09127	48.60468	24.83807	53.011566	65.49531	39.519684	54.650333	69.08778	32.466858	53.83154	51.53259	68.84892	53.606358	40.136494	36.727985	24.58145	38.27295	62.567333	29.840454	30.98252	74.368225	79.99571
206695_x_at	na	69.75866	92.631905	22.60966	62.309017	80.02034	66.30544	70.364716	45.016415	34.964092	34.945763	53.32119	64.223946	55.647663	44.628887	46.72874	88.12889	110.011566	55.3242	63.655945	39.645565	37.87046	74.73904	85.987495	67.969246	50.94073	74.693436	43.987312	70.52309	55.707375	39.378544	55.156437	14.723137
210977_s_at	na	7.6517725	7.271729	3.8106167	12.345338	6.9521217	16.974194	4.6964736	3.6180117	14.7563505	7.85298	6.076645	5.7544656	12.116131	7.083951	6.9436283	6.1255507	7.7310224	17.45186	4.530259	6.2004914	9.347773	6.8063574	7.388984	4.7781544	11.39834	10.439998	3.9867659	8.629977	7.167942	15.1364975	6.445246	6.011948
207319_s_at	na	98.83539	42.63877	25.488792	54.6223	53.772537	82.32484	43.833755	32.214222	42.671234	35.73106	42.53651	76.34943	27.088207	31.641645	44.28909	42.58246	45.40865	26.987415	22.593216	45.940006	29.72112	42.14706	57.88038	38.583595	21.811638	24.201813	46.645157	63.780922	31.00914	50.967422	29.871239	49.81328
210113_s_at	na	4.718593	3.0574315	2.6250916	7.5702543	5.3914413	8.911451	9.557736	14.263316	3.8535693	10.601523	3.120439	2.8772328	7.096591	5.903292	3.1903157	2.6675787	4.087667	7.286602	3.2524936	3.945767	4.1945133	11.780234	4.9259896	4.0614314	3.0958455	7.0232716	3.0565202	5.258892	4.2072706	6.149202	6.8170877	4.2942486
210674_s_at	na	40.681923	0.9915994	1.5242467	5.473876	21.849525	1.8035082	1.8126742	1.6002744	2.1617584	2.61766	17.518255	0.7193082	4.846452	17.59181	5.2546377	6.421949	4.620841	1.8891189	0.9873642	6.3883853	2.9960809	13.350932	8.403159	11.945386	0.98504174	0.7592726	1.9933829	12.0010605	6.6225553	7.8047566	2.726835	25.029333
212047_s_at	na	135.94649	113.372856	144.46472	55.204624	37.88197	120.622856	106.78299	158.3576	79.32714	76.17391	161.38692	89.19422	119.08427	111.92642	14.074923	153.53397	113.38833	134.03749	134.86232	125.60692	36.911716	35.99516	115.615875	146.56989	120.45653	109.33525	83.58919	122.168106	149.82558	129.60626	96.306854	30.305126
200844_s_at	na	631.7813	479.85147	401.04623	346.4847	326.60785	379.47934	332.7905	669.95844	329.6212	303.77945	268.74097	184.1429	443.2773	338.14056	290.31873	424.7378	362.11398	413.6271	484.27307	359.72244	428.3197	206.41588	313.5972	269.12955	413.01392	267.92828	348.04465	239.75154	305.96207	280.97125	205.62814	490.89395
207953_at	na	26.398615	58.00856	14.056942	33.77498	54.623814	35.53972	13.10069	42.163754	25.565144	37.825188	15.985409	36.58196	41.714108	22.904774	4.3163095	43.96565	30.746365	21.050182	27.994678	19.259102	22.890059	18.324808	21.080338	16.484632	35.602222	32.648724	11.295836	20.091663	30.30793	27.907917	24.293621	13.741594
205407_at	na	0.6376477	4.4621973	0.8468037	0.81525815	1.8444403	13.367178	7.2506967	3.8267434	0.751916	14.266247	11.770078	7.7068734	11.5103245	0.8264609	1.501325	6.817146	12.885037	4.5878606	9.989802	3.382086	0.9587459	3.0105042	1.4488205	6.2116003	15.057066	5.030181	4.25255	2.5620244	0.7012117	6.9769793	0.7436823	18.649307
216807_at	na	14.538367	26.029484	39.03765	40.297043	43.84093	23.233427	36.41827	20.942722	8.647034	52.876736	56.55112	65.45705	22.414843	8.1465435	63.806313	19.858643	7.908747	9.355637	27.297714	10.146258	45.66027	63.482372	27.600029	50.290073	26.314688	45.746174	30.83099	16.31605	39.813244	36.895214	28.879662	65.76334
219030_at	na	167.82887	265.74863	67.998344	92.24063	114.92283	188.20137	174.59348	177.63046	107.993935	96.199005	162.75554	102.758316	269.23773	105.90506	104.529755	130.41496	153.19865	138.0856	148.85966	82.57927	101.14769	132.72397	202.25534	153.7371	198.55627	169.22289	125.58312	178.93716	185.35362	146.75307	126.921776	88.093445
220815_at	na	6.8865952	14.708723	4.7421007	7.2208576	10.641003	9.86625	4.8612623	7.6534867	24.53126	7.329448	10.127741	5.035157	2.942489	13.577572	9.007951	5.137559	8.353059	5.847273	4.530259	27.62037	7.78981	9.031513	9.417333	6.2116003	2.6736846	3.0370903	13.555003	21.440098	3.2723212	10.879357	14.006017	6.7481046
222273_at	na	33.540268	18.840387	12.956098	31.678602	21.849525	17.18637	17.71477	18.646677	6.8612337	20.025099	34.05111	15.105472	30.290327	15.230494	14.074923	12.152303	25.325764	27.167332	31.769894	1.78499	29.121904	15.706979	26.006329	8.481224	20.826597	14.615996	10.365591	11.596532	18.465242	25.306332	15.741275	22.2074
209346_s_at	na	75.242424	20.65832	34.972992	27.602312	45.25973	54.31742	56.85205	9.601647	8.271076	36.64724	9.63504	50.96812	24.232262	34.239094	37.72079	27.663778	55.98327	20.690351	15.507425	56.93178	10.905735	55.759773	24.77483	50.76789	27.01829	15.659997	27.90736	21.979471	9.03784	13.835705	29.499397	29.937046
216635_at	na	6.7590656	23.633118	3.8106167	13.04413	37.88197	9.229717	19.774628	23.308346	3.1016533	7.7220974	22.39052	35.34886	31.675026	8.264609	33.592148	13.140295	7.642161	9.985344	7.956993	17.19227	37.03156	42.016167	6.2299285	16.245726	15.197787	17.463268	30.565205	27.373207	9.03784	20.576176	30.367027	17.0543
202539_s_at	na	116.30694	74.700485	87.64419	68.132286	44.97597	113.51492	114.19847	163.228	75.003624	42.275208	137.08034	85.186646	92.42877	75.91634	45.97808	134.07053	162.26262	118.92454	74.80736	90.001076	69.628914	58.24671	86.639465	98.19107	62.761227	78.4898	79.46953	102.615814	86.872345	100.16104	37.555954	49.32251
52285_f_at	na	27.41885	21.64992	12.956098	15.373439	19.437565	22.384718	21.752089	25.39566	4.699475	13.219184	34.324833	15.722022	16.529865	12.869177	15.763912	35.567715	24.348278	9.535553	39.726887	15.877015	4.9135723	29.319693	17.385845	19.23207	16.886429	13.477088	15.14971	16.990267	14.257971	22.468239	15.741275	9.201961
217044_s_at	na	5.738829	16.691923	40.39254	76.05194	47.671688	5.5166125	29.991518	49.260624	10.620813	70.15329	34.92702	21.270971	18.52037	30.224857	80.50856	25.193798	26.569836	43.539696	16.436708	52.61023	34.035477	61.519	53.751236	47.900997	45.171196	22.49345	17.0102	49.622364	67.70589	33.584103	24.665462	45.39634
39705_at	na	14.410838	34.78861	34.972992	38.433598	54.623814	69.27593	43.421783	49.53893	20.771679	22.380995	59.12411	52.71501	44.570053	37.899136	50.294388	46.534428	47.27476	47.227974	53.666145	37.67268	34.155323	33.770004	54.54809	36.791786	39.82383	48.213806	47.04384	39.37427	32.177826	59.12694	40.158844	26.256262
205745_x_at	na	51.266876	49.993134	26.758999	27.252914	60.15714	39.571087	57.264023	67.48984	31.76845	54.447327	106.040184	74.49978	67.763794	55.372883	33.96748	54.635963	34.922894	10.705008	77.07248	17.943846	47.697605	52.356598	74.83158	71.911224	71.06373	78.29999	41.32947	28.047422	47.13701	46.119015	69.16245	41.47017
206116_s_at	na	16.068722	2.2310987	8.044636	7.6867194	9.364082	45.19379	3.3781652	4.9399776	1.5978215	1.701479	4.379564	19.729597	1.7308758	6.729753	36.782463	17.092262	3.9099426	2.6087835	12.138771	7.515747	3.71514	4.842985	2.6078768	11.587024	2.3922443	3.3218174	1.1960297	1.6181207	4.8305697	17.383322	3.5944645	4.1715555
207035_at	na	13.263071	5.7016964	5.7582655	5.5903416	6.810242	8.805363	6.3443594	5.705326	6.673254	7.460331	7.609492	5.9599824	4.7599087	6.729753	5.6299686	6.1255507	7.1978493	9.085763	5.691864	7.13996	7.43028	10.733102	10.214185	7.406139	5.91025	5.599635	6.2459326	10.922315	5.6876063	8.041265	7.8086643	5.889255
201101_s_at	na	206.4703	119.07456	74.01065	119.95941	119.321106	212.81396	170.80334	87.45848	179.80191	51.17525	95.638725	180.13533	57.98434	133.53247	63.43098	179.71576	210.15941	103.27184	155.53888	98.362335	87.365715	85.34125	167.04901	175.23882	65.57563	116.54834	164.52054	265.3718	117.49192	86.207085	146.87726	122.447426
211615_s_at	na	187.08583	119.900894	75.196175	117.51364	92.3639	158.81479	142.87167	216.31535	150.3832	88.60779	195.10956	99.26453	117.18029	125.504	64.18165	135.7501	185.72227	124.591896	217.859	132.84082	128.3521	117.40966	145.3167	126.62109	77.11469	138.85197	124.78577	133.22527	112.038055	119.90945	106.34657	81.9588
222156_x_at	na	2.6781201	22.558886	0.8468037	1.048189	6.100842	9.12363	10.134497	5.1487093	5.169422	0.916181	13.0292015	12.433756	6.4907846	6.4936213	8.069622	18.179054	16.172945	16.192448	15.100863	4.2276077	14.86056	7.5917068	6.9543386	7.2866855	8.161775	5.5047264	13.687896	6.067952	10.362351	5.5579324	7.8086643	8.833882
220603_s_at	na	31.244738	45.530937	37.090004	35.289032	61.434055	59.515766	37.654186	43.346565	46.61879	42.275208	60.219	55.489487	52.358994	34.829426	25.33486	46.732025	27.813908	36.253094	40.423847	25.459593	35.59344	58.24671	43.899258	49.573353	50.65929	50.017082	40.399227	71.06246	67.86171	41.270607	48.83514	17.91315
220970_s_at	na	5.228711	2.313732	3.8106167	11.413614	17.025604	9.972339	6.838725	4.4529376	3.2896323	9.947108	13.0292015	7.398598	4.4137335	3.7781072	8.069622	6.3231497	1.7772466	4.3179865	2.2651296	2.1607773	9.227929	13.350932	5.795282	13.976101	2.1108036	4.6505446	1.9933829	5.663422	16.673256	4.375394	5.825511	5.030405
209055_s_at	na	78.175606	45.696205	38.529568	69.64634	36.88881	101.95125	68.05767	34.718998	56.957634	91.748985	51.186153	38.32885	35.39641	59.269054	40.723442	60.16872	68.512856	42.01041	35.138546	41.61845	77.65842	113.744705	66.50086	51.60407	17.027151	27.238905	67.11056	79.69244	51.500103	45.646	48.71119	31.286667
206007_at	na	1.0202364	1.156866	8.552718	22.827229	15.606804	1.9095967	1.7302798	5.3574405	5.9213386	5.497086	2.0802927	8.837215	9.346729	15.230494	3.1903157	1.877185	5.598327	2.8786576	1.1616049	2.348671	5.9921618	26.701864	3.5496101	11.587024	10.835459	14.33127	10.232698	6.067952	6.77838	2.2468238	3.222623	26.501648
200096_s_at	na	558.45184	618.4275	519.0907	434.882	447.34775	706.763	442.1277	465.9582	529.4428	247.36888	592.6644	506.18744	608.05664	454.78964	174.52904	610.97437	563.65375	585.08716	495.71487	482.51093	301.8851	435.0833	450.07608	475.3069	561.1923	511.08536	447.04932	537.3509	757.2308	460.36237	429.60046	224.03708
218793_s_at	na	16.323782	2.313732	16.512672	12.694734	1.5606804	2.9704838	11.535199	19.412025	2.3497374	4.319139	10.83942	2.0551662	51.493557	11.924651	9.758613	1.5807874	0.8886233	1.9790771	15.797827	0.6576279	3.5952969	5.2356596	17.74805	4.4197927	17.16787	30.181084	3.7209814	3.5059278	23.139988	1.8920622	5.9494586	4.1715555
202210_x_at	na	14.155779	91.47504	50.4695	75.93547	47.955452	39.35891	71.68302	122.73409	122.468315	63.60914	116.33216	12.125481	19.645441	47.580536	87.07686	42.28606	95.52701	31.84515	9.002438	116.30619	14.021658	39.79101	53.82368	110.13645	19.137955	54.28799	80.39977	31.688196	88.43059	28.972202	90.72923	54.230225
201094_at	na	2661.1587	5103.7617	4596.874	4894.1113	3915.3215	4941.7183	4540.5835	4061.0098	4033.6533	3346.4167	3615.0015	3869.2615	4896.4746	4545.417	2553.191	5245.4478	4871.433	4983.226	3902.4697	4606.871	3238.164	3691.7944	4915.196	4709.4683	6906.128	4489.199	4671.825	4950.1006	5219.9756	5652.4175	3822.775	3881.3872
205509_at	na	60.959118	40.490307	46.320164	77.68245	62.427216	55.802658	15.325336	37.64124	45.396927	75.38861	48.39418	65.04601	32.36738	44.392757	58.36401	52.46238	42.209606	75.11497	17.307913	44.718693	60.40099	71.46675	50.99848	42.525574	18.715794	14.805816	25.781084	49.082993	35.91762	47.301556	46.480145	40.9794
220802_at	na	11.09507	26.607918	15.9199095	19.682661	42.13837	33.524033	26.613352	39.51982	27.068975	24.998653	24.79928	5.1379156	47.25291	17.119547	27.586847	34.579723	6.842399	14.753119	24.626024	26.211168	16.178837	26.047405	49.984306	27.593842	19.137955	26.099995	26.04687	12.270748	51.733845	45.764256	31.358603	29.323582
220868_s_at	na	6.8865952	6.445396	4.911462	5.12448	8.370922	10.396694	9.804919	2.9222403	5.263412	21.988344	6.678835	16.955122	4.7599087	10.625926	5.4423037	3.2603738	3.0213194	17.45186	4.530259	3.7578735	14.740718	11.649343	6.8818974	4.6587005	5.065929	4.0810905	18.339123	20.361351	5.298044	6.38571	20.823103	26.378954
205480_s_at	na	714.67554	366.14807	255.4807	439.77353	376.26587	536.915	478.0516	423.93356	400.67722	289.77496	466.97098	317.0094	379.49454	478.99316	237.0217	458.32953	492.83044	525.6249	409.40765	340.08755	408.42572	398.95724	476.37216	493.58337	303.11142	342.43192	385.52026	607.19977	416.7535	392.95764	394.02765	366.8515
210000_s_at	na	19.25696	1.156866	0.76212335	1.048189	2.5538406	4.6679034	0.4119714	4.313783	0.6579265	1.701479	7.82847	1.0275831	2.1635947	0.59032923	1.3136594	3.4579723	0.71089864	3.4184058	1.1035246	0.9394684	1.1984323	3.7958534	1.5212615	7.5255933	2.5329645	0.6643635	1.0631375	0.80906034	0.77912414	2.1285698	0.7436823	2.3311634
203808_at	na	36.218388	28.839016	23.710505	25.855331	54.623814	12.412379	30.568275	21.777647	17.200077	22.773642	17.518255	34.732307	20.943598	40.37852	11.259937	16.598267	2.7547321	10.794966	22.302814	3.476033	30.560024	32.3302	45.782726	16.484632	19.560114	24.296722	14.883925	35.46381	25.711096	22.468239	38.423584	5.3984838
217825_s_at	na	246.5146	253.27101	155.38849	182.3849	279.7874	298.53363	291.9229	288.0494	188.26097	209.02016	243.1753	236.65239	127.13283	247.8202	153.88582	328.40857	282.5822	223.54575	420.61713	222.27823	219.43297	476.96857	286.0696	241.2968	171.25653	281.21558	324.7885	374.05554	338.29572	235.08873	250.86882	219.86551
201475_x_at	na	137.7319	293.59604	272.84018	183.20015	320.22324	322.72186	323.7271	442.23236	273.22748	266.34692	480.6024	409.28635	181.30925	347.23166	347.74442	367.33545	376.42084	460.31534	573.5424	327.68655	299.12872	288.22305	354.2366	467.5424	166.33133	314.33887	334.48965	463.9961	299.9628	403.1275	204.63658	279.985
213584_s_at	na	70.14124	38.507107	51.90907	18.052145	44.83409	55.272217	69.95274	26.091433	56.3937	6.1515007	27.262785	42.439182	34.01171	48.997326	10.884607	43.66925	55.27237	48.307472	40.30769	55.710476	48.65635	19.241049	58.60479	46.467552	10.97618	24.201813	61.13041	61.2189	48.851086	53.21425	20.079422	25.27472
221020_s_at	na	200.09384	139.15443	87.47483	103.77071	89.5263	170.80283	135.70337	203.44359	151.51106	100.64903	175.6205	133.99683	125.83467	93.86235	70.18695	163.01869	171.14885	139.43497	162.74084	129.27086	76.939354	103.66605	143.57811	138.80537	137.06152	119.965065	141.79596	173.54343	124.81568	100.39755	101.76052	87.11189
218991_at	na	2.1680021	9.915994	4.8267813	23.642485	10.924763	8.593185	8.321822	8.766722	8.083097	15.8368435	6.788324	8.426182	6.231153	3.8961728	3.00265	11.065512	7.553298	10.525091	6.4469075	5.918651	11.025578	15.314304	9.779538	7.5255933	15.197787	5.884362	5.980149	14.023711	2.7269344	14.190466	11.898917	5.889255
216164_at	na	60.70406	65.94136	46.150803	65.45358	76.0477	82.74919	71.518234	66.72449	57.709553	67.40475	51.076664	56.722588	52.185905	49.823788	69.06095	90.30248	47.097034	73.675644	43.966743	86.61898	65.074875	122.514435	44.261463	64.266174	67.405	80.198166	88.10753	94.52521	89.59927	97.79596	85.64741	57.78831
207051_at	na	73.83961	42.390873	22.270937	56.485744	75.48018	82.74919	50.26051	36.319275	55.077843	39.2649	38.86863	8.837215	21.809036	46.872143	58.176346	46.63323	66.38016	62.700756	24.103302	49.979717	58.483498	105.76033	56.214233	51.006798	47.985603	40.241447	33.35594	82.25446	41.60523	18.684114	37.927795	69.198746
207647_at	na	2.5505908	7.6022615	0.5927626	7.1043925	16.599964	20.050766	9.310554	5.9140577	1.4098425	13.480949	5.255477	6.473774	2.855945	5.667161	25.522526	18.179054	18.305641	3.4184058	10.802926	22.077507	20.253506	22.513338	6.37481	8.481224	6.7545724	5.599635	2.3920593	0.5393736	3.2723212	7.213487	8.924188	5.766562
204487_s_at	na	4.591063	1.487399	1.3548859	5.12448	5.958961	4.9861693	1.8126742	2.713509	2.631706	2.486777	2.2445264	2.2606828	1.7308758	4.486502	2.4396532	2.2723818	3.5544932	4.6778183	1.5100863	1.9728835	2.6365511	4.4503107	3.259846	2.8668928	2.6736846	2.372727	1.4618142	2.1574943	1.6361606	4.6119018	1.9831527	2.9446275
201266_at	na	367.66763	212.86334	145.05748	131.83888	141.88004	270.31403	214.22513	275.38635	192.02055	142.79335	277.77383	181.06015	144.2685	146.75584	103.403755	244.82445	244.90459	254.31142	319.96408	210.06514	163.94554	209.42639	194.5766	199.84631	150.1485	207.66106	178.07553	236.91983	219.08972	180.57368	135.10228	152.62985
207424_at	na	1.5303545	7.1890955	1.2702056	2.096378	9.789722	6.3653226	1.8126742	1.3219658	11.936666	16.360374	2.189782	5.548949	1.4712445	2.0071194	6.0053	11.460709	8.7085085	3.7782378	5.227222	13.998078	36.3125	3.5340703	4.4913435	10.631393	10.97618	0.85418165	3.7209814	17.664484	1.4803358	16.319036	3.222623	3.312706
220173_at	na	35.96333	63.13183	48.606537	71.160385	161.17572	43.60246	51.24924	54.478912	38.62968	162.03316	46.423378	47.885372	40.41595	78.159584	106.59408	53.055176	7.020124	30.495779	42.28242	40.1153	115.52888	116.7552	86.20482	122.44021	42.075356	68.809074	53.28977	51.510174	27.42517	26.13411	103.99158	149.07176
